company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
"ADM - Wild Flavors, Inc.","Erlanger, Kentucky",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Abbott Nutrition,"Casa Grande, Arizona",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Agropur,"Jerome, Idaho",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Agropur,"Lake Norden, South Dakota",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Ajinomoto Windsor,"Joplin, Missouri",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Americold,"Clearfield, Utah",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Americold,"San Antonio, Texas",US,2017,,,,,35675,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Anchor Ingredients,"Buffalo, North Dakota",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Anheuser-Busch,"Arnold, Missouri",US,2017,57.0,USD,69.33,,8175,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Apogee Foods,"Dallas, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
AppHarvest,"Pikeville, Kentucky",US,2017,50.0,USD,60.81,,185806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
"Arca Continental, S.A.B. de C.V.","El Marques, Queretaro, MX",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Armanino Foods,"Hayward, California",US,2017,,,,,1486,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Associated Milk Producers,"Sanborn, Iowa",US,2017,,,,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Atlanta Bonded Warehouse Corp.,"Atlanta, Georgia",US,2017,,,,,15050,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Bama Foods,"Owasso, Oklahoma",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Bambinos Baby Food,"Anchorage, Alaska",US,2017,,,,,279,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Base Culture,"Tampa, Florida",US,2017,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Bent Paddle Brewing,"Duluth, Minnesota",US,2017,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Berner Food & Beverage,"Dakota, Illinois",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Blue Apron,"Dallas, Texas",US,2017,,,,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Blue Apron,"Linden, New Jersey",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Brown Packing Co.,"Gaffney, South Carolina",US,2017,,,,,3530,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Bulleit Distilling,"Shelbyville, Kentucky",US,2017,130.0,USD,158.11,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Butterball,"Raeford, North Carolina",US,2017,,,,,2880,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
CP Kelco,"Okmulgee, Oklahoma",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
CS Beef Packers,"Meridian, Idaho",US,2017,,,,,38369,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
CSC Sugar,"Port of Brownsvlle, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
CaliCheese,"Tulare, California",US,2017,250.0,USD,304.07,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Califa Farms,"Bakersfield, California",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Cape May Foods (LaMonica Fine Foods),"Millville, New Jersey",US,2017,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Cargill,"Nashville, Tennessee",US,2017,146.0,USD,177.57,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Cargill,"Wichita, Kansas",US,2017,50.0,USD,60.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Cargill,"Columbus, Nebraska",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Catoctin Creek Distilling Company,"Purcellville, Virginia",US,2017,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Chesapeake Beverage Company,"White March, Maryland",US,2017,,,,,22761,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Clarkson Soy Products,"Champaign, Illinois",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Cloverleaf Cold Storage,"Sioux City, Iowa",US,2017,,,,,13750,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Coca-Cola Company,"Auburndale, Florida",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Buckner, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Ft. Worth, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Grand Prairie, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Northampton, Massachusetts",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Waco, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Cole-Munro Foods,"St. Thomas, Ontario",CA,2017,,,,,2508,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
ConAgra,"Indianapolis, Indiana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra,"Louisville, Kentucky",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra,"Russellville, Arkansas",US,2017,50.0,USD,60.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
ConAgra,"Troy, Ohio",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra (Lamb Weston),"Hermiston, Oregon",US,2017,250.0,USD,304.07,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
ConAgra (Lamb Weston),"Richland, Washington",US,2017,200.0,USD,243.25,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Continental Dairy Facilities,"Littlefield, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
"Continental Mills, Inc.","Effingham, Illinois",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Cowgirl Creamery,"Petaluma, California",US,2017,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Crystal Distribution,"Waterloo, Iowa",US,2017,,,,,3159,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
DHL Supply Chain/Campbell Soup,"Fort Worth, Texas",US,2017,,,,,53698,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Dairy Farmers of America,"Garden City, Kansas",US,2017,235.0,USD,285.82,,29822,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Dakota Provisions,"Huron, South Dakota",US,2017,,,,,2973,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Dakota Specialty Milling,"Fargo, North Dakota",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Danone North America,"Salt Lake City, Utah",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
DanoneWave,"Mt. Crawford, Virginia",US,2017,60.0,USD,72.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
DanoneWave,"Salt Lake City, Utah",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Darlington,"Joplin, Missouri",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Deli Brands of America,"Baltimore, Maryland",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Diana Food,"Banks Crossing, Georgia",US,2017,50.0,USD,60.81,,8361,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Dieffenbach's Potato Chips,"Womelsdorf, Pennsylvania",US,2017,,,,,17466,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Divina Water,"Idaho Falls, Idaho",US,2017,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Dixie Brewing Company,"New Orleans, Louisiana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Dold Foods,"Wichita, Kansas",US,2017,,,,,372,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Driscoll Foods,"Wayne, New Jersey",US,2017,,,,,47102,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Drylands Brewing Company,"Lovington, New Mexico",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Dupont Nutrition & Health,"Rochester, New York",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
E.G. Emil's & Son,"Philadelphia, Pennsylvania",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Ellsworth Cooperative Creamery,"Ellsworth, Wisconsin",US,2017,,,,,2601,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
F&S Produce,"Rosenhayn, New Jersey",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Fairbault Foods,"Fairbault, Minnesota",US,2017,76.0,USD,92.44,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Fieldale Farms,"Murrayville, Georgia",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Foremost Farms,"Greenville, Michigan",US,2017,,,,,5388,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Fresco Foods,"Tampa, Florida",US,2017,52.0,USD,63.25,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Friesen Foods,"Great Falls, Montana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Fuchs North America,"Hampstead, Maryland",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
G&C Food Distributors & Brokers,"Syracuse, New York",US,2017,,,,,25641,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Gay Lea Foods,"Teeswater, Ontario",CA,2017,60.0,USD,72.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Gehl Foods,"Germantown, Wisconsin",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
General Mills,"Hannibal, Missouri",US,2017,65.0,USD,79.06,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Glanbia,"Clovis, New Mexico",US,2017,140.0,USD,170.28,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Global Frozen Foods,"Plant City, Florida",US,2017,,,,,14493,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Gonnella Frozen Products,"Hazleton, Pennsylvania",US,2017,,,,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Goya Foods,"Brookshire, Texas",US,2017,,,,,30101,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
H. T. Hackney,"Milton, West Virginia",US,2017,,,,,22854,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Harrisville Cannery,"Harrisville, Utah",US,2017,,,,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Hi-Tech Pharmaceuticals/Kerfam JV,"Belleville, Pennsylvania",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Hickory Harvest Foods,"Akron, Ohio",US,2017,,,,,1579,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Hoffman Beverage,"Chesapeake, Virginia",US,2017,,,,,20160,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Hormel Foods,"Austin, Minnesota",US,2017,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Hormel Foods,"Melrose, Minnesota",US,2017,137.0,USD,166.63,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
House of Raeford Farms,"Wallace, North Carolina",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
HyLife Foods,"Neepawa, Manitoba",CA,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
International Delights,"Clifton, New Jersey",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
J.M. Smucker Company,"Chico, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Kellogg's,"Jackson, Tennessee",US,2017,65.0,USD,79.06,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Kentucky Owl,"Bardstown, Kentucky",US,2017,149.0,USD,181.22,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Koch Foods,"Crossville, Alabama",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Kraft Foods,"Coshocton, Ohio",US,2017,,,,,279,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Kraft Heinz,"Davenport, Iowa",US,2017,132.0,USD,160.55,,35024,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Kraft Heinz,"Kirksville, Missouri",US,2017,250.0,USD,304.07,,33445,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Kraft Heinz,"New Ulm, Minnesota",US,2017,100.0,USD,121.63,,4366,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Kraft Heinz,"Newberry, South Carolina",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Kraft Heinz,"Tulare, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Kroger,"Florence, Kentucky",US,2017,60.0,USD,72.98,,62617,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Kroger,"Greensburg, Indiana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Kwik Trip,"La Crosse, Wisconsin",US,2017,309.0,USD,375.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Land O'Lakes,"Indianapolis, Indiana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Land O'Lakes,"River Falls, Wisconsin",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Layn Corp.,"Newport Beach, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Leprino Foods Company,"Ft. Morgan, Colorado",US,2017,,,,,93,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Leprino Foods Company,"Greeley, Colorado",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Leprino Foods Company,"Tracy, California",US,2017,,,,,8268,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Lidl,"Cartersville, Georgia",US,2017,100.0,USD,121.63,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
LuLu Group International,"Lyndhurst, New Jersey",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
"Mane, Inc.","Lebanon, Ohio",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Mars Canada,"Bolton, Ontario",CA,2017,77.0,USD,93.65,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Mars Chocolate NA,"Sioux City, South Dakota",US,2017,100.0,USD,121.63,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Mars Chocolate NA,"Topeka, Kansas",US,2017,58.0,USD,70.54,,8454,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Mars Chocolate NA,"Yorkville, Illinois",US,2017,50.0,USD,60.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Mars Petcare,"Fort Smith, Arkansas",US,2017,72.0,USD,87.57,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Martin's Famous Pastry Shoppe,"Valdosta, Georgia",US,2017,,,,,11055,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Masters Gallery Foods,"Oostburg, Wisconsin",US,2017,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Mazza Innovation,"Delta, British Columbia",CA,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
McCain Foods,"Coaldale, Alberta",CA,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
McCain Foods,"Florenceville-Bristol, NB",CA,2017,51.0,USD,62.03,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
McCain Foods USA,"Burley, Idaho",US,2017,200.0,USD,243.25,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
McLane Classic Foods,"Burleson, Texas",US,2017,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Milo's Tea,"Bessemer, Alabama",US,2017,,,,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Mission Foods,"Dallas, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Miyoko's Kitchen,"Petaluma, California",US,2017,,,,,2415,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Mondelez,"Chicago, Illinois",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
MycoTechnology Inc .,"Aurora, Colorado",US,2017,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
NOW Foods,"Roselle, Illinois",US,2017,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Nassau Candy,"Hicksville, New York",US,2017,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Nestlé,"Bakersfield, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Eau Claire, Wisconsin",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Ft. Wayne, Indiana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Laurel, Maryland",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"London, Ontario",CA,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Modesto, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Tulare, California",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé Purina Petcare,"Hartwell, Georgia",US,2017,320.0,USD,389.2,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Nestlé USA,"Anderson, Indiana",US,2017,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Nestlé Waters,"Breinigsville, Pennsylvania",US,2017,79.0,USD,96.08,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Nestlé Waters Poland Springs,"Poland Spring, Maine",US,2017,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
NewCold,"Tacoma, Washington",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Niagara Bottling,"Bloomfield, Connecticut",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Niagara Bottling,"Oklahoma City, Oklahoma",US,2017,57.0,USD,69.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
NouriTech (Cargill/Calysta JV),"Memphis, Tennessee",US,2017,660.0,USD,802.73,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
PFG,"Phoenix, Arizona",US,2017,63.0,USD,76.62,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Peet's Coffee,"Suffolk, Virginia",US,2017,58.0,USD,70.54,,16258,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Pepsi Beverages Company,"Livingston, Louisiana",US,2017,,,,,13006,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Perdue Farms,"Perry, Georgia",US,2017,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Pinnacle Foods,"Hagerstown, Maryland",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Preferred Freezer Services,"Pasadena, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Premium Peanut,"Douglas, Georgia",US,2017,90.0,USD,109.46,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Presteve Foods,"Wheatley, Ontario",CA,2017,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
"Pretzels, Inc.","Plymouth, Indiana",US,2017,,,,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Pride Pak,"Medina, New York",US,2017,,,,,6317,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Pt. Reyes Farmstead Cheese,"Petaluma, California",US,2017,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Pure Flavor,"Atlanta, Georgia",US,2017,105.0,USD,127.71,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Purnell Sausage,"Louisville, Kentucky",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Quality Custom Distribution,"Apopka, Florida",US,2017,,,,,15608,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
"Ragasa Industrias, SA de CV","Monterrey, MX",US,2017,160.0,USD,194.6,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Red's,"Sioux City, South Dakota",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Reser's Fine Foods,"Topeka, Kansas",US,2017,67.0,USD,81.49,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Riviana Foods,"Memphis, Tennessee",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
San Francisco Spice,"Woodland, California",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Sanderson Farms,"St. Pauls, North Carolina",US,2017,155.0,USD,188.52,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Seaboard Triumph Foods,"Sioux City, Iowa",US,2017,335.0,USD,407.45,,85935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Shamrock Foods,"Sacramento, California",US,2017,,,,,836,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Snap Kitchen,"Austin, Texas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Sofina Foods,"Mitchell, Ontario",CA,2017,55.0,USD,66.89,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Sonoma Belle,"Healdsburg, California",US,2017,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Starbucks,"Agusta, Georgia",US,2017,120.0,USD,145.95,,13006,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Starbucks,"Minden, Nevada",US,2017,50.0,USD,60.81,,65032,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Stevison Ham Company,"Nashville, Tennessee",US,2017,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Stoli Group,"Bardstown, Kentucky",US,2017,150.0,USD,182.44,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Sugar Foods Corp.,"Villa Rica, Georgia",US,2017,53.0,USD,64.46,,21089,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Summit Poultry,"Pine Bluff, Arkansas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Super Store Industries,"Turlock, California",US,2017,,,,,14493,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Sysco,"Atlanta, Georgia",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
TRU Aseptics,"Beloit, Wisconsin",US,2017,,,,,5853,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Table Talk Pie (Pieco Holding),"Worcester, Massachusetts",US,2017,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Tabletree,"Flathead Lake, Montana",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Tasty Brands,"Owensboro, Kentucky",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Taylor Farms,"Smyrna, Tennessee",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
The Church of Jesus Christ of Latter-day Saints,"Harrisville, Utah",US,2017,,,,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Tyson Foods,"Council Bluffs, Iowa",US,2017,,,,,5295,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Tyson Foods,"East Pottsville, Pennsylvania",US,2017,60.0,USD,72.98,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Tyson Foods,"South Hutchinson, Kansas",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Tyson Foods,"Zeeland, Michigan",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Tyson Hillshire Brands,"Alexandria, Kentucky",US,2017,50.0,USD,60.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Valley Cold Storage and Transportation,"Santa Teresa, New Mexico",US,2017,,,,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Valley Milk,"Modesto, California",US,2017,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
