company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
McCain Foods,"Caldwell, Iowa",US,2018,,,,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
McCain Foods,"Florenceville, NB",CA,2018,50.0,USD,59.36,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
McLane Company,"Findlay, Ohio",US,2018,119.0,USD,141.28,,31401,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Merrick Pet Care (Nestlé),"Hereford, Texas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Michael Foods,"Norwalk, Iowa",US,2018,85.0,USD,100.92,,13285,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Miller Coors,"Fort Worth, Texas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Molson Coors Canada,"Longueuil, Quebec",CA,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
More Than Gourmet,"Akron, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Mucci Farms,"Huron, Ohio",US,2018,,,,,25270,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Nassau Candy,"Hicksville, New York",US,2018,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Nature's Variety,"Lincoln, Nebraska",US,2018,,,,,2508,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Nellson Natraceutical,"Ontario, California",US,2018,70.0,USD,83.11,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Nestle Waters,"Zephyrhills, Florida",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"London, Ontario",CA,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Bakersfield, California",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
New Realm Brewing,"Virginia Beach, Virginia",US,2018,,,,,5388,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Niagara Bottling,"Meza, Arizona",US,2018,76.0,USD,90.23,,41806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
No Evil Foods,"Weaverville, North Carolina",US,2018,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Nordic Aquafarms,"Belfast, Maine",US,2018,450.0,USD,534.27,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
O-AT-KA Milk Products Cooperative,"Batavia, New York",US,2018,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Optimum Nutrition,"Aurora, Illinois",US,2018,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Parker Products,"Fort Worth, Texas",US,2018,,,,,8361,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Pearl River Foods,"Carthage, Mississippi",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Performance Food Group,"Augusta, Maine",US,2018,,,,,8640,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Performance Food Group,"Lebanon, Tennessee",US,2018,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Performance Food Group,"Rice, Minnesota",US,2018,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Pinnacle Foods,"Hagerstown, Maryland",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Pinnacle Foods,"Beaver Dam, Wisconsin",US,2018,,,,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Pinnacle Foods,"Waseca, Minnesota",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Prestage Farms,"Eagle Grove, Iowa",US,2018,280.0,USD,332.43,,60387,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Publix,"Greensboro, North Carolina",US,2018,300.0,USD,356.18,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Quality Custom Distribution,"Apopka, Florida",US,2018,,,,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Quality Custom Distribution,"Fontana, California",US,2018,,,,,16908,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
QuikTrip,"Tulsa, Oklahoma",US,2018,55.0,USD,65.3,,25084,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Rana Meal Solutions,"Brewster Creek, Illinois",US,2018,,,,,30286,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Saratoga Food Specialties,"Eastvale, California",US,2018,,,,,5760,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Schreiber Foods,"Monett, Missouri",US,2018,60.0,USD,71.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Seaboard Triumph Foods,"Sioux City, Iowa",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Sedes Soy Crush,"Caruthersville, Missouri",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Select Services,"Littlefield, Texas",US,2018,,,,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
"Select Services, LLC","Littlefield, Texas",US,2018,,,,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Sid Wainer & Son,"New Bedford, Massachusetts",US,2018,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Sister Schubert's,"Horse Cave, Kentucky",US,2018,50.0,USD,59.36,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Smartmouth Brewing Company,"Virginia Beach, Virginia",US,2018,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Smithfield Foods,"Sioux Falls, South Dakota",US,2018,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Smithfield Foods,"Tar Heel, North Carolina",US,2018,105.0,USD,124.66,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Sokol and Company,"Chicago, Illinois",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Southwest Cheese,"Clovis, New Mexico",US,2018,,,,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Starbucks,"Minden, Nevada",US,2018,,,,,65961,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Stoli Group,"Bardstown, Kentucky",US,2018,150.0,USD,178.09,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Stryve Company,"Madill, Oklahoma",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Sugar Foods Group,"Villa Rica, Georgia",US,2018,53.0,USD,62.93,,21089,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Tajin,"Jalisco, MX",US,2018,,,,,3530,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Tasty Brands,"Owensboro, Kentucky",US,2018,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Taylor Farms,"Ciudad Morelos, MX",US,2018,,,,,24155,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Taylor Farms,"Smyrna, Tennessee",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
The Bel Group,"Sorel-Tracy, Quebec",CA,2018,66.0,USD,78.36,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Treeline Treenut Cheese,"Kingston, New York",US,2018,,,,,186,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Tyson Foods,"Macon, Georgia",US,2018,59.0,USD,70.05,,14121,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Tyson Foods,"Cincinnati, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Tyson Foods,"Council Bluffs, Iowa",US,2018,,,,,6132,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Tyson Foods,"East Pottsville, Pennsylvania",US,2018,60.0,USD,71.24,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
United Natural Foods,"Providence, Rhode Island",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Valley Milk,"Modesto, California",US,2018,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Valley Queen,"Milbank, South Dakota",US,2018,50.0,USD,59.36,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
"Vegetable Juices, Inc.","Bedford Park, Illinois",US,2018,,,,,372,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
"Vegetable Juices, Inc.","Tulare, California",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Walmart,"Fort Wayne, Indiana",US,2018,,,,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Wayne Farms,"Enterprise, Alabama",US,2018,105.0,USD,124.66,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Whitson's,"Islandia, New York",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Win Chill Cold Storage,"Sioux Falls, South Dakota",US,2018,,,,,19045,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Wolfgang Confectioners,"Loganville, Pennsylvania",US,2018,,,,,7246,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Wolverine Packaging,"Detroit, Michigan",US,2018,,,,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
80 Acres Farm,"Hamilton, Ontario",CA,2019,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
ADM - Wild Flavors Inc.,"Erlanger, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
"ADM - Wild Flavors, Inc.","Erlanger, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ALDI,"South Windsor, Connecticut",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ARYZTA North America,"Chaska, Minnesota",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Aalco Distributing,"Ft. Wayne, Indiana",US,2019,,,,,9848,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Abbott Nutrition,"Sturgis, Michigan",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Abelei Flavors,"Aurora, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Actagro,"Biola, California",US,2019,,,,,1022,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
AgTech Scientific,"Paris, Kentucky",US,2019,,,,,185806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Agropur,"Jerome, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Agropur US,"Jerome, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Alexandrion,"Carmel, New York",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Alpla,"Bowling Green, Kentucky",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Americold,"Rochelle, Illinois",US,2019,93.0,USD,108.45,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Anderson-Dubose,"Lordstown, Ohio",US,2019,,,,,5017,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Anita's Snack Foods,"Kingsport, Tennessee",US,2019,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Appalachian Harvest Company,"Morehead, Kentucky",US,2019,85.0,USD,99.12,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Archer Daniels Midland,"Mendota, Illinois",US,2019,250.0,USD,291.53,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Aurora Organic,"Columbia, Missouri",US,2019,100.0,USD,116.61,,11799,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
BNutty,"Portage, Indiana",US,2019,,,,,1486,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Baldor Speciallty Foods,"Hunts Point, New York",US,2019,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Barilla,"Ames, Iowa",US,2019,65.0,USD,75.8,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Beam Suntory,"Clermont, Kentucky",US,2019,60.0,USD,69.97,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Ben E. Keith,"New Brockton, Alabama",US,2019,100.0,USD,116.61,,39484,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Berner Food & Beverage Inc.,"Dakota, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Blue Marble Cocktails amd Spirits,"Indianapolis, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Blue Marble Cocktails and Spirits,"Indianapolis, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Brakebush Brothers,"Mocksville, North Carolina",US,2019,,,,,6689,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Bridor,"Boucherville, Quebec",CA,2019,170.0,USD,198.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Brown Packing Co.,"Gaffney, South Carolina",US,2019,,,,,5481,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Buffalo Trace Distillery,"Frankfort, Kentucky",US,2019,,,,,9569,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Burke Corp,"Nevada, Iowa",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
CDI,"Visalia, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
CHS Inc.,"Fairmont, Minnesota",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
CP Kelco,"Okmulgee, Oklahoma",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
CS Beef Packkers,"Kuna, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Canada Royal Milk,"Kingston, Ontario",CA,2019,,,,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Cargill,"Sidney, Ohio",US,2019,225.0,USD,262.38,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Cargill/Puris,"Dawson, Minnesota",US,2019,75.0,USD,87.46,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Case Farms,"Winesburg, Ohio",US,2019,126.0,USD,146.93,,14307,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Caviness Beef Packers,"Hereford, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Cayuga Milk Ingredients,"Aurelius, New York",US,2019,89.0,USD,103.79,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Centro Sperimentale del Latte,"Franksville, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Champion  Petfoods,"Edmonton, Alberta",CA,2019,,,,,39670,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Champion Petfoods,"Parkland County, Alberta",CA,2019,,,,,39670,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Champion Petfoods LP,"Edmonton, Alberta",CA,2019,260.0,USD,303.2,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Chewy,"Salisbury, North Carolina",US,2019,55.0,USD,64.14,,65032,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Chick-fil-A,"Cartersville, Georgia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Chr. Hansen,"West Allis, Wisconsin",US,2019,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Cloverdale Farms,"Mandan, North Dakota",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coastal Beverage,"Wilmington, North Carolina",US,2019,,,,,16165,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Coca-Cola Co.,"Grand Prairie, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Coca-Cola Co.,"South Windsor, Connecticut",US,2019,,,,,18674,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Coca-Cola Company,"Auburndale, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coca-Cola Company,"Grand Prairie, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coca-Cola Company,"Northampton, Massachusetts",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coca-Cola Company,"South Windsor, Connecticut",US,2019,,,,,18674,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Coca-Cola North America,"Apopka, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Coca-Cola North America,"Auburndale, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Coca-Cola North America,"Northampton, Massachusetts",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra (Lamb Weston),"Hermiston, Oregon",US,2019,250.0,USD,291.53,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
ConAgra Brands,"Louisville, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Russellville, Arkansas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Troy, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Waterloo, Iowa",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Beaver Dam, Wisconsin",US,2019,78.0,USD,90.96,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
ConAgra Brands,"Indianapolis, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Constellation Brands,"Nava, Coahula, MX",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Continental Dairies Facilities,"Littlefield, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Cooper Farms' CW Egg Products,"Fort Recovery, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Cornerstone PB Holdings,"Pine Bluff, Arkansas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Cosmos Corporation,"O'Fallon, Missouri",US,2019,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Cuisine Solutions,"San Antonio, Texas",US,2019,120.0,USD,139.94,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
DOT Foods,"Bear, Delaware",US,2019,,,,,18766,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
DOT Foods,"Mt. Sterling, Illinois",US,2019,,,,,8547,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
DOT Foods,"University Park, Illinois",US,2019,,,,,6782,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Daily's Premium Meats,"North Salt Lake, Utah",US,2019,,,,,1951,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Daisy Brand,"Wooster, Ohio",US,2019,53.0,USD,61.81,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Daiya,"Burnaby, British Columbia",CA,2019,,,,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Dakota Investments/Bimbo Bakeries USA,"Tomball, Texas",US,2019,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Dandelion Chocolate,"San Francisco, California",US,2019,,,,,2601,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Danone,"Bridgeton, New Jersey",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Danone,"DuBois, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Danone,"Jacksonville, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Danone,"Salt Lake City, Utah",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Darigold,"Boise, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Daybreak Foods,"Lake Mills, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Delft Blue,"New York Mills, New York",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Denali Ingredients,"New Berlin, Wisconsin",US,2019,,,,,9104,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Diamond Pet Food,"Ripon, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Dollar General,"Pottsville, Pennsylvania",US,2019,,,,,13750,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
DuPont Tate & Lyle Bio Products,"Loudon, Tennessee",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
E. & J. Gallo Winery,"Modesto, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Empire Bakery,"Rocky Mount, Virginia",US,2019,,,,,2973,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
F&S Produce Co Inc,"Vineland, New Jersey",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
F&S Produce Company,"Vineland, New Jersey",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
FGF Brands,"San Antonio, Texas",US,2019,129.0,USD,150.43,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
FONA International,"Geneva, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Flower One,"Las Vegas, Nevada",US,2019,85.0,USD,99.12,,41806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Foster Farms,"Livingston, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Four Roses,"Lawrenceburg, Kentucky",US,2019,55.0,USD,64.14,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Freshly,"Savage, Maryland",US,2019,,,,,15886,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Galaxy Desserts,"Richmond, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Gamesa,"Monterrey, MX",US,2019,,,,,465,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Gathered Foods,"Heath, Ohio",US,2019,,,,,3995,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Gem State Dairy Products,"Twin Falls, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
General Mills,"Belvidere, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills,"Hannibal, Missouri",US,2019,65.0,USD,75.8,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
General Mills,"Superior, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills,"Wellston, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills,"Cedar Rapids, Iowa",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills,"Covington, Georgia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills,"Joplin, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
General Mills/Blue Buffalo,"Joplin, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
General Mills/Blue Buffalo,"Richmond, Indiana",US,2019,200.0,USD,233.23,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Glanbia,"St. Johns, Michigan",US,2019,555.0,USD,647.21,,34839,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Gold Coast,"Pompano Beach, Florida",US,2019,,,,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Good To-Go,"Kittery, Maine",US,2019,,,,,93,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Great Lakes Cheese,"Wausau, Wisconsin",US,2019,62.0,USD,72.3,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Great Lakes Cheese,"Troy, Ohio",US,2019,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Green Life Farms,"Boynton Beach, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Guittard,"Fairfield, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Harbor Distributing,"Santa Fe Springs, California",US,2019,,,,,33073,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Haribo,"Pleasant Prairie, Wisconsin",US,2019,,,,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Haribo,"Pleasant Praire, Wisconsin",US,2019,,,,,15236,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Hearthside Food Solutions,"Seelyville, Indiana",US,2019,,,,,17373,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Heartland Catfish Co.,"Itta Bena, Mississippi",US,2019,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Heineken,"Meoqui, MX",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Hershey (The) Company,"Stuart's Draft, Virginia",US,2019,104.0,USD,121.28,,10219,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
